,origin_city,origin_state,origin_lat,origin_lon,destination_city,destination_state,destination_lat,destination_lon,distance_mile,filter
725,Des Monies,Iowa,41.5872,-93.6219,Helena,Montana,46.5927,-112.0361,974.5588594662395,0
1264,Helena,Montana,46.5927,-112.0361,Des Monies,Iowa,41.5872,-93.6219,974.5588594662395,1
1572,Albany,New York,42.6512,-73.755,St. Paul,Minnesota,44.9504,-93.1015,975.6529278704745,0
1131,St. Paul,Minnesota,44.9504,-93.1015,Albany,New York,42.6512,-73.755,975.6529278704745,1
1976,Columbia,South Carolina,34.0007,-81.0343,Lincoln,Nebraska,40.8,-96.6678,976.5023457243567,0
1339,Lincoln,Nebraska,40.8,-96.6678,Columbia,South Carolina,34.0007,-81.0343,976.5023457243567,1
1265,Helena,Montana,46.5927,-112.0361,Topeka,Kansas,39.049,-95.6776,976.6464552429236,0
775,Topeka,Kansas,39.049,-95.6776,Helena,Montana,46.5927,-112.0361,976.6464552429236,1
948,Augusta,Maine,44.3106,-69.7797,Madison,Wisconsin,43.0748,-89.3838,981.0555383723319,0
2418,Madison,Wisconsin,43.0748,-89.3838,Augusta,Maine,44.3106,-69.7797,981.0555383723319,1
2002,Pierre,South Dakoda,44.3684,-100.354,Phoenix,Arizona,33.4486,-112.0773,981.3380539534686,0
140,Phoenix,Arizona,33.4486,-112.0773,Pierre,South Dakoda,44.3684,-100.354,981.3380539534686,1
1012,Boston,Massachusetts,42.3603,-71.0583,Springfield,Illinios,39.7997,-89.6475,982.4300648979722,0
620,Springfield,Illinios,39.7997,-89.6475,Boston,Massachusetts,42.3603,-71.0583,982.4300648979722,1
2349,Olympia,Washington,47.0451,-122.895,Cheyenne,Wyoming,41.14,-104.82,982.6688699656733,0
2496,Cheyenne,Wyoming,41.14,-104.82,Olympia,Washington,47.0451,-122.895,982.6688699656733,1
2463,Cheyenne,Wyoming,41.14,-104.82,Indianapolis,Indiana,39.7683,-86.1584,984.1047930964128,0
699,Indianapolis,Indiana,39.7683,-86.1584,Cheyenne,Wyoming,41.14,-104.82,984.1047930964128,1
372,Dover,Delaware,39.1582,-75.5244,St. Paul,Minnesota,44.9504,-93.1015,984.2075628228921,0
1107,St. Paul,Minnesota,44.9504,-93.1015,Dover,Delaware,39.1582,-75.5244,984.2075628228921,1
2140,Austin,Texas,30.2711,-97.7437,Pierre,South Dakoda,44.3684,-100.354,984.6958567293767,0
2042,Pierre,South Dakoda,44.3684,-100.354,Austin,Texas,30.2711,-97.7437,984.6958567293767,1
136,Phoenix,Arizona,33.4486,-112.0773,Salem,Oregon,44.9392,-123.0331,985.5019300903153,0
1802,Salem,Oregon,44.9392,-123.0331,Phoenix,Arizona,33.4486,-112.0773,985.5019300903153,1
1805,Salem,Oregon,44.9392,-123.0331,Denver,Colorado,39.7392,-104.9849,986.9598032893514,0
286,Denver,Colorado,39.7392,-104.9849,Salem,Oregon,44.9392,-123.0331,986.9598032893514,1
1550,Albany,New York,42.6512,-73.755,Montgomery,Alabama,32.367,-86.3006,986.9662409550675,0
31,Montgomery,Alabama,32.367,-86.3006,Albany,New York,42.6512,-73.755,986.9662409550675,1
1129,St. Paul,Minnesota,44.9504,-93.1015,Trenton,New Jersey,40.2171,-74.7429,987.2415734386608,0
1472,Trenton,New Jersey,40.2171,-74.7429,St. Paul,Minnesota,44.9504,-93.1015,987.2415734386608,1
1302,Lincoln,Nebraska,40.8,-96.6678,Phoenix,Arizona,33.4486,-112.0773,987.4081429402248,0
126,Phoenix,Arizona,33.4486,-112.0773,Lincoln,Nebraska,40.8,-96.6678,987.4081429402248,1
1132,St. Paul,Minnesota,44.9504,-93.1015,Raleigh,North Carolina,35.7804,-78.6391,988.1775267766773,0
1622,Raleigh,North Carolina,35.7804,-78.6391,St. Paul,Minnesota,44.9504,-93.1015,988.1775267766773,1
1464,Trenton,New Jersey,40.2171,-74.7429,Des Monies,Iowa,41.5872,-93.6219,988.7669685402924,0
729,Des Monies,Iowa,41.5872,-93.6219,Trenton,New Jersey,40.2171,-74.7429,988.7669685402924,1
6,Montgomery,Alabama,32.367,-86.3006,Hartford,Connecticut,41.7646,-72.6909,990.3704046773223,0
300,Hartford,Connecticut,41.7646,-72.6909,Montgomery,Alabama,32.367,-86.3006,990.3704046773223,1
115,Phoenix,Arizona,33.4486,-112.0773,Topeka,Kansas,39.049,-95.6776,990.7790188931477,0
752,Topeka,Kansas,39.049,-95.6776,Phoenix,Arizona,33.4486,-112.0773,990.7790188931477,1
1972,Columbia,South Carolina,34.0007,-81.0343,St. Paul,Minnesota,44.9504,-93.1015,991.3241684530274,0
1139,St. Paul,Minnesota,44.9504,-93.1015,Columbia,South Carolina,34.0007,-81.0343,991.3241684530274,1
1143,St. Paul,Minnesota,44.9504,-93.1015,Salt Lake City,Utah,40.766999999999996,-111.8904,992.2316201629144,0
2172,Salt Lake City,Utah,40.766999999999996,-111.8904,St. Paul,Minnesota,44.9504,-93.1015,992.2316201629144,1
2265,Richmond,Virginia,37.5385,-77.4343,Topeka,Kansas,39.049,-95.6776,993.4022919744194,0
795,Topeka,Kansas,39.049,-95.6776,Richmond,Virginia,37.5385,-77.4343,993.4022919744194,1
426,Tallahassee,Florida,30.4381,-84.2809,Lincoln,Nebraska,40.8,-96.6678,996.6084608172177,0
1308,Lincoln,Nebraska,40.8,-96.6678,Tallahassee,Florida,30.4381,-84.2809,996.6084608172177,1
2442,Madison,Wisconsin,43.0748,-89.3838,Austin,Texas,30.2711,-97.7437,997.6649451157214,0
2148,Austin,Texas,30.2711,-97.7437,Madison,Wisconsin,43.0748,-89.3838,997.6649451157214,1
1190,Jackson,Mississippi,32.299,-90.1848,Pierre,South Dakoda,44.3684,-100.354,998.1255401865269,0
2023,Pierre,South Dakoda,44.3684,-100.354,Jackson,Mississippi,32.299,-90.1848,998.1255401865269,1
655,Indianapolis,Indiana,39.7683,-86.1584,Denver,Colorado,39.7392,-104.9849,998.5083212747876,0
263,Denver,Colorado,39.7392,-104.9849,Indianapolis,Indiana,39.7683,-86.1584,998.5083212747876,1
787,Topeka,Kansas,39.049,-95.6776,Harrisburg,Pennsylvania,40.2663,-76.8861,1001.535773897799,0
1865,Harrisburg,Pennsylvania,40.2663,-76.8861,Topeka,Kansas,39.049,-95.6776,1001.535773897799,1
1666,Bismarck,North Dakota,46.8083,-100.7837,Frankfort,Kentucky,38.2009,-84.8733,1002.4109450781651,0
833,Frankfort,Kentucky,38.2009,-84.8733,Bismarck,North Dakota,46.8083,-100.7837,1002.4109450781651,1
1574,Albany,New York,42.6512,-73.755,Jefferson City,Missouri,38.5774,-92.1724,1004.1398243334428,0
1231,Jefferson City,Missouri,38.5774,-92.1724,Albany,New York,42.6512,-73.755,1004.1398243334428,1
1684,Bismarck,North Dakota,46.8083,-100.7837,Columbus,Ohio,39.9623,-83.0007,1007.5774700243892,0
1733,Columbus,Ohio,39.9623,-83.0007,Bismarck,North Dakota,46.8083,-100.7837,1007.5774700243892,1
872,Baton Rouge,Louisiana,30.445999999999998,-91.1874,St. Paul,Minnesota,44.9504,-93.1015,1007.8401544448027,0
1117,St. Paul,Minnesota,44.9504,-93.1015,Baton Rouge,Louisiana,30.445999999999998,-91.1874,1007.8401544448027,1
1144,St. Paul,Minnesota,44.9504,-93.1015,Montpelier,Vermont,44.2604,-72.5757,1008.4408576785708,0
2222,Montpelier,Vermont,44.2604,-72.5757,St. Paul,Minnesota,44.9504,-93.1015,1008.4408576785708,1
855,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Denver,Colorado,39.7392,-104.9849,1008.5017696390627,0
267,Denver,Colorado,39.7392,-104.9849,Baton Rouge,Louisiana,30.445999999999998,-91.1874,1008.5017696390627,1
1992,Columbia,South Carolina,34.0007,-81.0343,Austin,Texas,30.2711,-97.7437,1010.014135257215,0
2139,Austin,Texas,30.2711,-97.7437,Columbia,South Carolina,34.0007,-81.0343,1010.014135257215,1
2473,Cheyenne,Wyoming,41.14,-104.82,Jackson,Mississippi,32.299,-90.1848,1012.9179078996334,0
1199,Jackson,Mississippi,32.299,-90.1848,Cheyenne,Wyoming,41.14,-104.82,1012.9179078996334,1
308,Hartford,Connecticut,41.7646,-72.6909,Tallahassee,Florida,30.4381,-84.2809,1013.743317393972,0
406,Tallahassee,Florida,30.4381,-84.2809,Hartford,Connecticut,41.7646,-72.6909,1013.743317393972,1
1311,Lincoln,Nebraska,40.8,-96.6678,Boise,Idaho,43.6166,-116.2008,1016.2432596126943,0
576,Boise,Idaho,43.6166,-116.2008,Lincoln,Nebraska,40.8,-96.6678,1016.2432596126943,1
1179,Jackson,Mississippi,32.299,-90.1848,Trenton,New Jersey,40.2171,-74.7429,1017.5803101598327,0
1473,Trenton,New Jersey,40.2171,-74.7429,Jackson,Mississippi,32.299,-90.1848,1017.5803101598327,1
1548,Santa Fe,New Mexico,35.687,-105.9378,Madison,Wisconsin,43.0748,-89.3838,1018.4879101726898,0
2430,Madison,Wisconsin,43.0748,-89.3838,Santa Fe,New Mexico,35.687,-105.9378,1018.4879101726898,1
1564,Albany,New York,42.6512,-73.755,Des Monies,Iowa,41.5872,-93.6219,1018.7971485734653,0
731,Des Monies,Iowa,41.5872,-93.6219,Albany,New York,42.6512,-73.755,1018.7971485734653,1
869,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Annapolis,Maryland,38.9786,-76.4928,1019.9902735005819,0
967,Annapolis,Maryland,38.9786,-76.4928,Baton Rouge,Louisiana,30.445999999999998,-91.1874,1019.9902735005819,1
291,Denver,Colorado,39.7392,-104.9849,Nashville,Tennessee,36.1622,-86.7744,1020.8149021971168,0
2055,Nashville,Tennessee,36.1622,-86.7744,Denver,Colorado,39.7392,-104.9849,1020.8149021971168,1
431,Tallahassee,Florida,30.4381,-84.2809,Albany,New York,42.6512,-73.755,1024.8627513594624,0
1558,Albany,New York,42.6512,-73.755,Tallahassee,Florida,30.4381,-84.2809,1024.8627513594624,1
2305,Olympia,Washington,47.0451,-122.895,Denver,Colorado,39.7392,-104.9849,1028.0730152862607,0
296,Denver,Colorado,39.7392,-104.9849,Olympia,Washington,47.0451,-122.895,1028.0730152862607,1
965,Annapolis,Maryland,38.9786,-76.4928,Topeka,Kansas,39.049,-95.6776,1028.3535259101507,0
769,Topeka,Kansas,39.049,-95.6776,Annapolis,Maryland,38.9786,-76.4928,1028.3535259101507,1
2083,Nashville,Tennessee,36.1622,-86.7744,Bismarck,North Dakota,46.8083,-100.7837,1030.1961498738897,0
1691,Bismarck,North Dakota,46.8083,-100.7837,Nashville,Tennessee,36.1622,-86.7744,1030.1961498738897,1
2099,Nashville,Tennessee,36.1622,-86.7744,Cheyenne,Wyoming,41.14,-104.82,1030.6747171500156,0
2491,Cheyenne,Wyoming,41.14,-104.82,Nashville,Tennessee,36.1622,-86.7744,1030.6747171500156,1
1453,Trenton,New Jersey,40.2171,-74.7429,Little Rock,Arkansas,34.7465,-92.2896,1031.7305629301711,0
179,Little Rock,Arkansas,34.7465,-92.2896,Trenton,New Jersey,40.2171,-74.7429,1031.7305629301711,1
1626,Raleigh,North Carolina,35.7804,-78.6391,Lincoln,Nebraska,40.8,-96.6678,1035.3996828500844,0
1332,Lincoln,Nebraska,40.8,-96.6678,Raleigh,North Carolina,35.7804,-78.6391,1035.3996828500844,1
1876,Harrisburg,Pennsylvania,40.2663,-76.8861,Lincoln,Nebraska,40.8,-96.6678,1037.5726692402225,0
1337,Lincoln,Nebraska,40.8,-96.6678,Harrisburg,Pennsylvania,40.2663,-76.8861,1037.5726692402225,1
1696,Bismarck,North Dakota,46.8083,-100.7837,Olympia,Washington,47.0451,-122.895,1040.3231288925986,0
2333,Olympia,Washington,47.0451,-122.895,Bismarck,North Dakota,46.8083,-100.7837,1040.3231288925986,1
86,Juneau,Alaska,58.3019,-134.4197,Salem,Oregon,44.9392,-123.0331,1041.6099443106611,0
1801,Salem,Oregon,44.9392,-123.0331,Juneau,Alaska,58.3019,-134.4197,1041.6099443106611,1
2471,Cheyenne,Wyoming,41.14,-104.82,Lansing,Michigan,42.7338,-84.5554,1045.1364970442692,0
1099,Lansing,Michigan,42.7338,-84.5554,Cheyenne,Wyoming,41.14,-104.82,1045.1364970442692,1
2122,Austin,Texas,30.2711,-97.7437,St. Paul,Minnesota,44.9504,-93.1015,1045.433943612093,0
1142,St. Paul,Minnesota,44.9504,-93.1015,Austin,Texas,30.2711,-97.7437,1045.433943612093,1
322,Hartford,Connecticut,41.7646,-72.6909,St. Paul,Minnesota,44.9504,-93.1015,1046.0599036594167,0
1106,St. Paul,Minnesota,44.9504,-93.1015,Hartford,Connecticut,41.7646,-72.6909,1046.0599036594167,1
1900,Providence,Rhoda Island,41.8249,-71.4136,Montgomery,Alabama,32.367,-86.3006,1046.560100399965,0
38,Montgomery,Alabama,32.367,-86.3006,Providence,Rhoda Island,41.8249,-71.4136,1046.560100399965,1
324,Hartford,Connecticut,41.7646,-72.6909,Jefferson City,Missouri,38.5774,-92.1724,1049.7438429263811,0
1206,Jefferson City,Missouri,38.5774,-92.1724,Hartford,Connecticut,41.7646,-72.6909,1049.7438429263811,1
1867,Harrisburg,Pennsylvania,40.2663,-76.8861,Baton Rouge,Louisiana,30.445999999999998,-91.1874,1051.3785801256745,0
887,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Harrisburg,Pennsylvania,40.2663,-76.8861,1051.3785801256745,1
2276,Richmond,Virginia,37.5385,-77.4343,Lincoln,Nebraska,40.8,-96.6678,1052.661641215645,0
1345,Lincoln,Nebraska,40.8,-96.6678,Richmond,Virginia,37.5385,-77.4343,1052.661641215645,1
2047,Pierre,South Dakoda,44.3684,-100.354,Charleston,West Virginia,38.3506,-81.6333,1053.363620006809,0
2390,Charleston,West Virginia,38.3506,-81.6333,Pierre,South Dakoda,44.3684,-100.354,1053.363620006809,1
2068,Nashville,Tennessee,36.1622,-86.7744,Augusta,Maine,44.3106,-69.7797,1055.6675199775752,0
941,Augusta,Maine,44.3106,-69.7797,Nashville,Tennessee,36.1622,-86.7744,1055.6675199775752,1
2174,Salt Lake City,Utah,40.766999999999996,-111.8904,Jefferson City,Missouri,38.5774,-92.1724,1057.5320083045622,0
1243,Jefferson City,Missouri,38.5774,-92.1724,Salt Lake City,Utah,40.766999999999996,-111.8904,1057.5320083045622,1
1635,Raleigh,North Carolina,35.7804,-78.6391,Oklahoma City,Oklahoma,35.473,-97.5171,1059.112649459986,0
1782,Oklahoma City,Oklahoma,35.473,-97.5171,Raleigh,North Carolina,35.7804,-78.6391,1059.112649459986,1
2027,Pierre,South Dakoda,44.3684,-100.354,Carson City,Neveda,39.1695,-119.766,1060.1088409322635,0
1390,Carson City,Neveda,39.1695,-119.766,Pierre,South Dakoda,44.3684,-100.354,1060.1088409322635,1
899,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Cheyenne,Wyoming,41.14,-104.82,1060.705912210655,0
2467,Cheyenne,Wyoming,41.14,-104.82,Baton Rouge,Louisiana,30.445999999999998,-91.1874,1060.705912210655,1
1908,Providence,Rhoda Island,41.8249,-71.4136,Tallahassee,Florida,30.4381,-84.2809,1063.0645375146569,0
438,Tallahassee,Florida,30.4381,-84.2809,Providence,Rhoda Island,41.8249,-71.4136,1063.0645375146569,1
912,Augusta,Maine,44.3106,-69.7797,Springfield,Illinios,39.7997,-89.6475,1063.1028480675723,0
618,Springfield,Illinios,39.7997,-89.6475,Augusta,Maine,44.3106,-69.7797,1063.1028480675723,1
2134,Austin,Texas,30.2711,-97.7437,Columbus,Ohio,39.9623,-83.0007,1066.7502320996198,0
1742,Columbus,Ohio,39.9623,-83.0007,Austin,Texas,30.2711,-97.7437,1066.7502320996198,1
909,Augusta,Maine,44.3106,-69.7797,Atlanta,Georgia,33.7491,-84.3902,1068.4851145669263,0
468,Atlanta,Georgia,33.7491,-84.3902,Augusta,Maine,44.3106,-69.7797,1068.4851145669263,1
367,Dover,Delaware,39.1582,-75.5244,Baton Rouge,Louisiana,30.445999999999998,-91.1874,1071.1642913154722,0
857,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Dover,Delaware,39.1582,-75.5244,1071.1642913154722,1
2080,Nashville,Tennessee,36.1622,-86.7744,Santa Fe,New Mexico,35.687,-105.9378,1071.3118071573906,0
1541,Santa Fe,New Mexico,35.687,-105.9378,Nashville,Tennessee,36.1622,-86.7744,1071.3118071573906,1
2392,Charleston,West Virginia,38.3506,-81.6333,Austin,Texas,30.2711,-97.7437,1073.5737316367668,0
2147,Austin,Texas,30.2711,-97.7437,Charleston,West Virginia,38.3506,-81.6333,1073.5737316367668,1
1422,Concord,New Hampshire,43.2072,-71.5375,St. Paul,Minnesota,44.9504,-93.1015,1074.2182517754165,0
1128,St. Paul,Minnesota,44.9504,-93.1015,Concord,New Hampshire,43.2072,-71.5375,1074.2182517754165,1
2192,Salt Lake City,Utah,40.766999999999996,-111.8904,Austin,Texas,30.2711,-97.7437,1074.2335265815282,0
2143,Austin,Texas,30.2711,-97.7437,Salt Lake City,Utah,40.766999999999996,-111.8904,1074.2335265815282,1
1833,Salem,Oregon,44.9392,-123.0331,Bismarck,North Dakota,46.8083,-100.7837,1074.7621680380594,0
1686,Bismarck,North Dakota,46.8083,-100.7837,Salem,Oregon,44.9392,-123.0331,1074.7621680380594,1
976,Annapolis,Maryland,38.9786,-76.4928,Lincoln,Nebraska,40.8,-96.6678,1074.8671931297617,0
1319,Lincoln,Nebraska,40.8,-96.6678,Annapolis,Maryland,38.9786,-76.4928,1074.8671931297617,1
1775,Oklahoma City,Oklahoma,35.473,-97.5171,Helena,Montana,46.5927,-112.0361,1075.3666326557322,0
1285,Helena,Montana,46.5927,-112.0361,Oklahoma City,Oklahoma,35.473,-97.5171,1075.3666326557322,1
2466,Cheyenne,Wyoming,41.14,-104.82,Frankfort,Kentucky,38.2009,-84.8733,1077.9187171724961,0
849,Frankfort,Kentucky,38.2009,-84.8733,Cheyenne,Wyoming,41.14,-104.82,1077.9187171724961,1
314,Hartford,Connecticut,41.7646,-72.6909,Des Monies,Iowa,41.5872,-93.6219,1077.9197562014986,0
706,Des Monies,Iowa,41.5872,-93.6219,Hartford,Connecticut,41.7646,-72.6909,1077.9197562014986,1
744,Des Monies,Iowa,41.5872,-93.6219,Montpelier,Vermont,44.2604,-72.5757,1077.95934431707,0
2214,Montpelier,Vermont,44.2604,-72.5757,Des Monies,Iowa,41.5872,-93.6219,1077.95934431707,1
757,Topeka,Kansas,39.049,-95.6776,Dover,Delaware,39.1582,-75.5244,1078.6848051369784,0
365,Dover,Delaware,39.1582,-75.5244,Topeka,Kansas,39.049,-95.6776,1078.6848051369784,1
271,Denver,Colorado,39.7392,-104.9849,Lansing,Michigan,42.7338,-84.5554,1078.982113604947,0
1055,Lansing,Michigan,42.7338,-84.5554,Denver,Colorado,39.7392,-104.9849,1078.982113604947,1
20,Montgomery,Alabama,32.367,-86.3006,Boston,Massachusetts,42.3603,-71.0583,1082.447574148905,0
1000,Boston,Massachusetts,42.3603,-71.0583,Montgomery,Alabama,32.367,-86.3006,1082.447574148905,1
266,Denver,Colorado,39.7392,-104.9849,Frankfort,Kentucky,38.2009,-84.8733,1083.6226089148952,0
805,Frankfort,Kentucky,38.2009,-84.8733,Denver,Colorado,39.7392,-104.9849,1083.6226089148952,1
890,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Pierre,South Dakoda,44.3684,-100.354,1084.2217677208746,0
2017,Pierre,South Dakoda,44.3684,-100.354,Baton Rouge,Louisiana,30.445999999999998,-91.1874,1084.2217677208746,1
2224,Montpelier,Vermont,44.2604,-72.5757,Jefferson City,Missouri,38.5774,-92.1724,1085.645468888534,0
1244,Jefferson City,Missouri,38.5774,-92.1724,Montpelier,Vermont,44.2604,-72.5757,1085.645468888534,1
1383,Carson City,Neveda,39.1695,-119.766,Bismarck,North Dakota,46.8083,-100.7837,1091.2692905649235,0
1677,Bismarck,North Dakota,46.8083,-100.7837,Carson City,Neveda,39.1695,-119.766,1091.2692905649235,1
1652,Bismarck,North Dakota,46.8083,-100.7837,Phoenix,Arizona,33.4486,-112.0773,1096.9151351044839,0
133,Phoenix,Arizona,33.4486,-112.0773,Bismarck,North Dakota,46.8083,-100.7837,1096.9151351044839,1
146,Phoenix,Arizona,33.4486,-112.0773,Olympia,Washington,47.0451,-122.895,1097.0440496149445,0
2302,Olympia,Washington,47.0451,-122.895,Phoenix,Arizona,33.4486,-112.0773,1097.0440496149445,1
1400,Concord,New Hampshire,43.2072,-71.5375,Montgomery,Alabama,32.367,-86.3006,1097.6193044504528,0
28,Montgomery,Alabama,32.367,-86.3006,Concord,New Hampshire,43.2072,-71.5375,1097.6193044504528,1
2046,Pierre,South Dakoda,44.3684,-100.354,Olympia,Washington,47.0451,-122.895,1099.5890445290152,0
2340,Olympia,Washington,47.0451,-122.895,Pierre,South Dakoda,44.3684,-100.354,1099.5890445290152,1
1830,Salem,Oregon,44.9392,-123.0331,Santa Fe,New Mexico,35.687,-105.9378,1101.1418672507352,0
1536,Santa Fe,New Mexico,35.687,-105.9378,Salem,Oregon,44.9392,-123.0331,1101.1418672507352,1
1008,Boston,Massachusetts,42.3603,-71.0583,Tallahassee,Florida,30.4381,-84.2809,1101.846304959338,0
420,Tallahassee,Florida,30.4381,-84.2809,Boston,Massachusetts,42.3603,-71.0583,1101.846304959338,1
2200,Montpelier,Vermont,44.2604,-72.5757,Montgomery,Alabama,32.367,-86.3006,1105.8605351885797,0
44,Montgomery,Alabama,32.367,-86.3006,Montpelier,Vermont,44.2604,-72.5757,1105.8605351885797,1
1138,St. Paul,Minnesota,44.9504,-93.1015,Providence,Rhoda Island,41.8249,-71.4136,1107.0208491420772,0
1922,Providence,Rhoda Island,41.8249,-71.4136,St. Paul,Minnesota,44.9504,-93.1015,1107.0208491420772,1
565,Boise,Idaho,43.6166,-116.2008,Topeka,Kansas,39.049,-95.6776,1107.60501047547,0
761,Topeka,Kansas,39.049,-95.6776,Boise,Idaho,43.6166,-116.2008,1107.60501047547,1
1108,St. Paul,Minnesota,44.9504,-93.1015,Tallahassee,Florida,30.4381,-84.2809,1111.34651673582,0
422,Tallahassee,Florida,30.4381,-84.2809,St. Paul,Minnesota,44.9504,-93.1015,1111.34651673582,1
2036,Pierre,South Dakoda,44.3684,-100.354,Salem,Oregon,44.9392,-123.0331,1112.1036096278729,0
1840,Salem,Oregon,44.9392,-123.0331,Pierre,South Dakoda,44.3684,-100.354,1112.1036096278729,1
1022,Boston,Massachusetts,42.3603,-71.0583,St. Paul,Minnesota,44.9504,-93.1015,1113.147514852968,0
1120,St. Paul,Minnesota,44.9504,-93.1015,Boston,Massachusetts,42.3603,-71.0583,1113.147514852968,1
1465,Trenton,New Jersey,40.2171,-74.7429,Topeka,Kansas,39.049,-95.6776,1114.652691198143,0
779,Topeka,Kansas,39.049,-95.6776,Trenton,New Jersey,40.2171,-74.7429,1114.652691198143,1
1513,Santa Fe,New Mexico,35.687,-105.9378,Indianapolis,Indiana,39.7683,-86.1584,1114.8515784330125,0
680,Indianapolis,Indiana,39.7683,-86.1584,Santa Fe,New Mexico,35.687,-105.9378,1114.8515784330125,1
1924,Providence,Rhoda Island,41.8249,-71.4136,Jefferson City,Missouri,38.5774,-92.1724,1115.667269253392,0
1238,Jefferson City,Missouri,38.5774,-92.1724,Providence,Rhoda Island,41.8249,-71.4136,1115.667269253392,1
1228,Jefferson City,Missouri,38.5774,-92.1724,Concord,New Hampshire,43.2072,-71.5375,1121.2681222680137,0
1424,Concord,New Hampshire,43.2072,-71.5375,Jefferson City,Missouri,38.5774,-92.1724,1121.2681222680137,1
2285,Richmond,Virginia,37.5385,-77.4343,Oklahoma City,Oklahoma,35.473,-97.5171,1122.6060236775954,0
1795,Oklahoma City,Oklahoma,35.473,-97.5171,Richmond,Virginia,37.5385,-77.4343,1122.6060236775954,1
1307,Lincoln,Nebraska,40.8,-96.6678,Dover,Delaware,39.1582,-75.5244,1122.7704084947347,0
376,Dover,Delaware,39.1582,-75.5244,Lincoln,Nebraska,40.8,-96.6678,1122.7704084947347,1
40,Montgomery,Alabama,32.367,-86.3006,Pierre,South Dakoda,44.3684,-100.354,1122.8218909931682,0
2000,Pierre,South Dakoda,44.3684,-100.354,Montgomery,Alabama,32.367,-86.3006,1122.8218909931682,1
490,Atlanta,Georgia,33.7491,-84.3902,Pierre,South Dakoda,44.3684,-100.354,1124.5153862277034,0
2009,Pierre,South Dakoda,44.3684,-100.354,Atlanta,Georgia,33.7491,-84.3902,1124.5153862277034,1
428,Tallahassee,Florida,30.4381,-84.2809,Concord,New Hampshire,43.2072,-71.5375,1126.802176770729,0
1408,Concord,New Hampshire,43.2072,-71.5375,Tallahassee,Florida,30.4381,-84.2809,1126.802176770729,1
1092,Lansing,Michigan,42.7338,-84.5554,Austin,Texas,30.2711,-97.7437,1127.9787408429052,0
2121,Austin,Texas,30.2711,-97.7437,Lansing,Michigan,42.7338,-84.5554,1127.9787408429052,1
728,Des Monies,Iowa,41.5872,-93.6219,Concord,New Hampshire,43.2072,-71.5375,1129.4376463972171,0
1414,Concord,New Hampshire,43.2072,-71.5375,Des Monies,Iowa,41.5872,-93.6219,1129.4376463972171,1
2383,Charleston,West Virginia,38.3506,-81.6333,Bismarck,North Dakota,46.8083,-100.7837,1131.9855897532286,0
1697,Bismarck,North Dakota,46.8083,-100.7837,Charleston,West Virginia,38.3506,-81.6333,1131.9855897532286,1
2425,Madison,Wisconsin,43.0748,-89.3838,Helena,Montana,46.5927,-112.0361,1132.3622729417798,0
1298,Helena,Montana,46.5927,-112.0361,Madison,Wisconsin,43.0748,-89.3838,1132.3622729417798,1
103,Phoenix,Arizona,33.4486,-112.0773,Little Rock,Arkansas,34.7465,-92.2896,1134.222871376991,0
152,Little Rock,Arkansas,34.7465,-92.2896,Phoenix,Arizona,33.4486,-112.0773,1134.222871376991,1
1553,Albany,New York,42.6512,-73.755,Little Rock,Arkansas,34.7465,-92.2896,1135.7529037150052,0
181,Little Rock,Arkansas,34.7465,-92.2896,Albany,New York,42.6512,-73.755,1135.7529037150052,1
1024,Boston,Massachusetts,42.3603,-71.0583,Jefferson City,Missouri,38.5774,-92.1724,1137.3273861475097,0
1220,Jefferson City,Missouri,38.5774,-92.1724,Boston,Massachusetts,42.3603,-71.0583,1137.3273861475097,1
585,Boise,Idaho,43.6166,-116.2008,Oklahoma City,Oklahoma,35.473,-97.5171,1140.040128826561,0
1761,Oklahoma City,Oklahoma,35.473,-97.5171,Boise,Idaho,43.6166,-116.2008,1140.040128826561,1
572,Boise,Idaho,43.6166,-116.2008,St. Paul,Minnesota,44.9504,-93.1015,1142.7536914147126,0
1111,St. Paul,Minnesota,44.9504,-93.1015,Boise,Idaho,43.6166,-116.2008,1142.7536914147126,1
1914,Providence,Rhoda Island,41.8249,-71.4136,Des Monies,Iowa,41.5872,-93.6219,1142.8428926948138,0
738,Des Monies,Iowa,41.5872,-93.6219,Providence,Rhoda Island,41.8249,-71.4136,1142.8428926948138,1
1467,Trenton,New Jersey,40.2171,-74.7429,Baton Rouge,Louisiana,30.445999999999998,-91.1874,1143.9417233979243,0
879,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Trenton,New Jersey,40.2171,-74.7429,1143.9417233979243,1
922,Augusta,Maine,44.3106,-69.7797,St. Paul,Minnesota,44.9504,-93.1015,1143.9963827118975,0
1118,St. Paul,Minnesota,44.9504,-93.1015,Augusta,Maine,44.3106,-69.7797,1143.9963827118975,1
2484,Cheyenne,Wyoming,41.14,-104.82,Columbus,Ohio,39.9623,-83.0007,1145.729890276189,0
1749,Columbus,Ohio,39.9623,-83.0007,Cheyenne,Wyoming,41.14,-104.82,1145.729890276189,1
