,origin_city,origin_state,origin_lat,origin_lon,destination_city,destination_state,destination_lat,destination_lon,distance_mile,filter
977,Annapolis,Maryland,38.9786,-76.4928,Carson City,Neveda,39.1695,-119.766,2299.2769134705895,0
1369,Carson City,Neveda,39.1695,-119.766,Annapolis,Maryland,38.9786,-76.4928,2299.2769134705895,1
1751,Oklahoma City,Oklahoma,35.473,-97.5171,Juneau,Alaska,58.3019,-134.4197,2300.5875844753073,0
85,Juneau,Alaska,58.3019,-134.4197,Oklahoma City,Oklahoma,35.473,-97.5171,2300.5875844753073,1
74,Juneau,Alaska,58.3019,-134.4197,Jefferson City,Missouri,38.5774,-92.1724,2310.0242726375873,0
1201,Jefferson City,Missouri,38.5774,-92.1724,Juneau,Alaska,58.3019,-134.4197,2310.0242726375873,1
1896,Harrisburg,Pennsylvania,40.2663,-76.8861,Olympia,Washington,47.0451,-122.895,2313.1963928748773,0
2337,Olympia,Washington,47.0451,-122.895,Harrisburg,Pennsylvania,40.2663,-76.8861,2313.1963928748773,1
436,Tallahassee,Florida,30.4381,-84.2809,Salem,Oregon,44.9392,-123.0331,2316.024219790973,0
1808,Salem,Oregon,44.9392,-123.0331,Tallahassee,Florida,30.4381,-84.2809,2316.024219790973,1
62,Juneau,Alaska,58.3019,-134.4197,Springfield,Illinios,39.7997,-89.6475,2334.5115284730564,0
601,Springfield,Illinios,39.7997,-89.6475,Juneau,Alaska,58.3019,-134.4197,2334.5115284730564,1
1839,Salem,Oregon,44.9392,-123.0331,Columbia,South Carolina,34.0007,-81.0343,2335.206917649554,0
1986,Columbia,South Carolina,34.0007,-81.0343,Salem,Oregon,44.9392,-123.0331,2335.206917649554,1
1886,Harrisburg,Pennsylvania,40.2663,-76.8861,Salem,Oregon,44.9392,-123.0331,2337.726468692084,0
1837,Salem,Oregon,44.9392,-123.0331,Harrisburg,Pennsylvania,40.2663,-76.8861,2337.726468692084,1
2339,Olympia,Washington,47.0451,-122.895,Columbia,South Carolina,34.0007,-81.0343,2343.0104762588508,0
1996,Columbia,South Carolina,34.0007,-81.0343,Olympia,Washington,47.0451,-122.895,2343.0104762588508,1
446,Tallahassee,Florida,30.4381,-84.2809,Olympia,Washington,47.0451,-122.895,2344.2265319520916,0
2308,Olympia,Washington,47.0451,-122.895,Tallahassee,Florida,30.4381,-84.2809,2344.2265319520916,1
232,Sacramento,California,38.5816,-121.4944,Raleigh,North Carolina,35.7804,-78.6391,2346.453367973674,0
1604,Raleigh,North Carolina,35.7804,-78.6391,Sacramento,California,38.5816,-121.4944,2346.453367973674,1
377,Dover,Delaware,39.1582,-75.5244,Carson City,Neveda,39.1695,-119.766,2346.5307207283818,0
1357,Carson City,Neveda,39.1695,-119.766,Dover,Delaware,39.1582,-75.5244,2346.5307207283818,1
237,Sacramento,California,38.5816,-121.4944,Harrisburg,Pennsylvania,40.2663,-76.8861,2359.130881090522,0
1854,Harrisburg,Pennsylvania,40.2663,-76.8861,Sacramento,California,38.5816,-121.4944,2359.130881090522,1
902,Augusta,Maine,44.3106,-69.7797,Phoenix,Arizona,33.4486,-112.0773,2366.7864959932344,0
118,Phoenix,Arizona,33.4486,-112.0773,Augusta,Maine,44.3106,-69.7797,2366.7864959932344,1
1379,Carson City,Neveda,39.1695,-119.766,Trenton,New Jersey,40.2171,-74.7429,2369.4430186966106,0
1477,Trenton,New Jersey,40.2171,-74.7429,Carson City,Neveda,39.1695,-119.766,2369.4430186966106,1
1051,Lansing,Michigan,42.7338,-84.5554,Juneau,Alaska,58.3019,-134.4197,2370.3015642760943,0
71,Juneau,Alaska,58.3019,-134.4197,Lansing,Michigan,42.7338,-84.5554,2370.3015642760943,1
996,Annapolis,Maryland,38.9786,-76.4928,Olympia,Washington,47.0451,-122.895,2373.6178797439243,0
2319,Olympia,Washington,47.0451,-122.895,Annapolis,Maryland,38.9786,-76.4928,2373.6178797439243,1
245,Sacramento,California,38.5816,-121.4944,Richmond,Virginia,37.5385,-77.4343,2375.4620174823694,0
2254,Richmond,Virginia,37.5385,-77.4343,Sacramento,California,38.5816,-121.4944,2375.4620174823694,1
2296,Richmond,Virginia,37.5385,-77.4343,Olympia,Washington,47.0451,-122.895,2378.889529275608,0
2345,Olympia,Washington,47.0451,-122.895,Richmond,Virginia,37.5385,-77.4343,2378.889529275608,1
1577,Albany,New York,42.6512,-73.755,Carson City,Neveda,39.1695,-119.766,2385.588450007622,0
1381,Carson City,Neveda,39.1695,-119.766,Albany,New York,42.6512,-73.755,2385.588450007622,1
2332,Olympia,Washington,47.0451,-122.895,Raleigh,North Carolina,35.7804,-78.6391,2386.304081307923,0
1646,Raleigh,North Carolina,35.7804,-78.6391,Olympia,Washington,47.0451,-122.895,2386.304081307923,1
1596,Albany,New York,42.6512,-73.755,Olympia,Washington,47.0451,-122.895,2387.0323879803764,0
2331,Olympia,Washington,47.0451,-122.895,Albany,New York,42.6512,-73.755,2387.0323879803764,1
1636,Raleigh,North Carolina,35.7804,-78.6391,Salem,Oregon,44.9392,-123.0331,2390.0522871681037,0
1832,Salem,Oregon,44.9392,-123.0331,Raleigh,North Carolina,35.7804,-78.6391,2390.0522871681037,1
2286,Richmond,Virginia,37.5385,-77.4343,Salem,Oregon,44.9392,-123.0331,2391.619973424802,0
1845,Salem,Oregon,44.9392,-123.0331,Richmond,Virginia,37.5385,-77.4343,2391.619973424802,1
1819,Salem,Oregon,44.9392,-123.0331,Annapolis,Maryland,38.9786,-76.4928,2393.568723695597,0
986,Annapolis,Maryland,38.9786,-76.4928,Salem,Oregon,44.9392,-123.0331,2393.568723695597,1
2344,Olympia,Washington,47.0451,-122.895,Montpelier,Vermont,44.2604,-72.5757,2396.475283378359,0
2246,Montpelier,Vermont,44.2604,-72.5757,Olympia,Washington,47.0451,-122.895,2396.475283378359,1
954,Annapolis,Maryland,38.9786,-76.4928,Sacramento,California,38.5816,-121.4944,2399.4707837624114,0
219,Sacramento,California,38.5816,-121.4944,Annapolis,Maryland,38.9786,-76.4928,2399.4707837624114,1
2307,Olympia,Washington,47.0451,-122.895,Dover,Delaware,39.1582,-75.5244,2413.105056194935,0
396,Dover,Delaware,39.1582,-75.5244,Olympia,Washington,47.0451,-122.895,2413.105056194935,1
1496,Trenton,New Jersey,40.2171,-74.7429,Olympia,Washington,47.0451,-122.895,2415.1258656384557,0
2329,Olympia,Washington,47.0451,-122.895,Trenton,New Jersey,40.2171,-74.7429,2415.1258656384557,1
1586,Albany,New York,42.6512,-73.755,Salem,Oregon,44.9392,-123.0331,2425.3965501159732,0
1831,Salem,Oregon,44.9392,-123.0331,Albany,New York,42.6512,-73.755,2425.3965501159732,1
1394,Carson City,Neveda,39.1695,-119.766,Montpelier,Vermont,44.2604,-72.5757,2426.0162349378975,0
2227,Montpelier,Vermont,44.2604,-72.5757,Carson City,Neveda,39.1695,-119.766,2426.0162349378975,1
1807,Salem,Oregon,44.9392,-123.0331,Dover,Delaware,39.1582,-75.5244,2435.2711094733863,0
386,Dover,Delaware,39.1582,-75.5244,Salem,Oregon,44.9392,-123.0331,2435.2711094733863,1
2236,Montpelier,Vermont,44.2604,-72.5757,Salem,Oregon,44.9392,-123.0331,2442.546822784202,0
1844,Salem,Oregon,44.9392,-123.0331,Montpelier,Vermont,44.2604,-72.5757,2442.546822784202,1
1486,Trenton,New Jersey,40.2171,-74.7429,Salem,Oregon,44.9392,-123.0331,2442.589048424339,0
1829,Salem,Oregon,44.9392,-123.0331,Trenton,New Jersey,40.2171,-74.7429,2442.589048424339,1
354,Dover,Delaware,39.1582,-75.5244,Sacramento,California,38.5816,-121.4944,2446.8974748574446,0
207,Sacramento,California,38.5816,-121.4944,Dover,Delaware,39.1582,-75.5244,2446.8974748574446,1
1356,Carson City,Neveda,39.1695,-119.766,Hartford,Connecticut,41.7646,-72.6909,2450.7666903487984,0
327,Hartford,Connecticut,41.7646,-72.6909,Carson City,Neveda,39.1695,-119.766,2450.7666903487984,1
210,Sacramento,California,38.5816,-121.4944,Honolulu,Hawaii,21.3251,-157.8466,2459.33767764291,0
504,Honolulu,Hawaii,21.3251,-157.8466,Sacramento,California,38.5816,-121.4944,2459.33767764291,1
63,Juneau,Alaska,58.3019,-134.4197,Indianapolis,Indiana,39.7683,-86.1584,2460.255681698281,0
651,Indianapolis,Indiana,39.7683,-86.1584,Juneau,Alaska,58.3019,-134.4197,2460.255681698281,1
2306,Olympia,Washington,47.0451,-122.895,Hartford,Connecticut,41.7646,-72.6909,2462.480334974338,0
346,Hartford,Connecticut,41.7646,-72.6909,Olympia,Washington,47.0451,-122.895,2462.480334974338,1
1454,Trenton,New Jersey,40.2171,-74.7429,Sacramento,California,38.5816,-121.4944,2470.2832082803225,0
229,Sacramento,California,38.5816,-121.4944,Trenton,New Jersey,40.2171,-74.7429,2470.2832082803225,1
1446,Concord,New Hampshire,43.2072,-71.5375,Olympia,Washington,47.0451,-122.895,2473.1582947866004,0
2328,Olympia,Washington,47.0451,-122.895,Concord,New Hampshire,43.2072,-71.5375,2473.1582947866004,1
1554,Albany,New York,42.6512,-73.755,Sacramento,California,38.5816,-121.4944,2487.008832677301,0
231,Sacramento,California,38.5816,-121.4944,Albany,New York,42.6512,-73.755,2487.008832677301,1
1427,Concord,New Hampshire,43.2072,-71.5375,Carson City,Neveda,39.1695,-119.766,2489.1324999707176,0
1378,Carson City,Neveda,39.1695,-119.766,Concord,New Hampshire,43.2072,-71.5375,2489.1324999707176,1
1806,Salem,Oregon,44.9392,-123.0331,Hartford,Connecticut,41.7646,-72.6909,2498.7300785001116,0
336,Hartford,Connecticut,41.7646,-72.6909,Salem,Oregon,44.9392,-123.0331,2498.7300785001116,1
1927,Providence,Rhoda Island,41.8249,-71.4136,Carson City,Neveda,39.1695,-119.766,2514.2386030717053,0
1388,Carson City,Neveda,39.1695,-119.766,Providence,Rhoda Island,41.8249,-71.4136,2514.2386030717053,1
151,Little Rock,Arkansas,34.7465,-92.2896,Juneau,Alaska,58.3019,-134.4197,2514.2708267425996,0
53,Juneau,Alaska,58.3019,-134.4197,Little Rock,Arkansas,34.7465,-92.2896,2514.2708267425996,1
1828,Salem,Oregon,44.9392,-123.0331,Concord,New Hampshire,43.2072,-71.5375,2516.327118163113,0
1436,Concord,New Hampshire,43.2072,-71.5375,Salem,Oregon,44.9392,-123.0331,2516.327118163113,1
2338,Olympia,Washington,47.0451,-122.895,Providence,Rhoda Island,41.8249,-71.4136,2519.7499587827588,0
1946,Providence,Rhoda Island,41.8249,-71.4136,Olympia,Washington,47.0451,-122.895,2519.7499587827588,1
2320,Olympia,Washington,47.0451,-122.895,Boston,Massachusetts,42.3603,-71.0583,2519.9640976382098,0
1046,Boston,Massachusetts,42.3603,-71.0583,Olympia,Washington,47.0451,-122.895,2519.9640976382098,1
2318,Olympia,Washington,47.0451,-122.895,Augusta,Maine,44.3106,-69.7797,2522.2657030846576,0
946,Augusta,Maine,44.3106,-69.7797,Olympia,Washington,47.0451,-122.895,2522.2657030846576,1
1027,Boston,Massachusetts,42.3603,-71.0583,Carson City,Neveda,39.1695,-119.766,2524.2987987912666,0
1370,Carson City,Neveda,39.1695,-119.766,Boston,Massachusetts,42.3603,-71.0583,2524.2987987912666,1
244,Sacramento,California,38.5816,-121.4944,Montpelier,Vermont,44.2604,-72.5757,2527.489871670694,0
2204,Montpelier,Vermont,44.2604,-72.5757,Sacramento,California,38.5816,-121.4944,2527.489871670694,1
304,Hartford,Connecticut,41.7646,-72.6909,Sacramento,California,38.5816,-121.4944,2552.0847251012524,0
206,Sacramento,California,38.5816,-121.4944,Hartford,Connecticut,41.7646,-72.6909,2552.0847251012524,1
1936,Providence,Rhoda Island,41.8249,-71.4136,Salem,Oregon,44.9392,-123.0331,2557.8599429529895,0
1838,Salem,Oregon,44.9392,-123.0331,Providence,Rhoda Island,41.8249,-71.4136,2557.8599429529895,1
536,Honolulu,Hawaii,21.3251,-157.8466,Salem,Oregon,44.9392,-123.0331,2559.8373081796117,0
1810,Salem,Oregon,44.9392,-123.0331,Honolulu,Hawaii,21.3251,-157.8466,2559.8373081796117,1
527,Honolulu,Hawaii,21.3251,-157.8466,Carson City,Neveda,39.1695,-119.766,2560.3308834413815,0
1360,Carson City,Neveda,39.1695,-119.766,Honolulu,Hawaii,21.3251,-157.8466,2560.3308834413815,1
1036,Boston,Massachusetts,42.3603,-71.0583,Salem,Oregon,44.9392,-123.0331,2560.5151840355334,0
1820,Salem,Oregon,44.9392,-123.0331,Boston,Massachusetts,42.3603,-71.0583,2560.5151840355334,1
927,Augusta,Maine,44.3106,-69.7797,Carson City,Neveda,39.1695,-119.766,2562.0212354337486,0
1368,Carson City,Neveda,39.1695,-119.766,Augusta,Maine,44.3106,-69.7797,2562.0212354337486,1
1701,Columbus,Ohio,39.9623,-83.0007,Juneau,Alaska,58.3019,-134.4197,2563.8839055681156,0
84,Juneau,Alaska,58.3019,-134.4197,Columbus,Ohio,39.9623,-83.0007,2563.8839055681156,1
936,Augusta,Maine,44.3106,-69.7797,Salem,Oregon,44.9392,-123.0331,2571.532135163182,0
1818,Salem,Oregon,44.9392,-123.0331,Augusta,Maine,44.3106,-69.7797,2571.532135163182,1
66,Juneau,Alaska,58.3019,-134.4197,Frankfort,Kentucky,38.2009,-84.8733,2587.051682499783,0
801,Frankfort,Kentucky,38.2009,-84.8733,Juneau,Alaska,58.3019,-134.4197,2587.051682499783,1
1404,Concord,New Hampshire,43.2072,-71.5375,Sacramento,California,38.5816,-121.4944,2590.61243307456,0
228,Sacramento,California,38.5816,-121.4944,Concord,New Hampshire,43.2072,-71.5375,2590.61243307456,1
92,Juneau,Alaska,58.3019,-134.4197,Austin,Texas,30.2711,-97.7437,2595.0547191874552,0
2101,Austin,Texas,30.2711,-97.7437,Juneau,Alaska,58.3019,-134.4197,2595.0547191874552,1
238,Sacramento,California,38.5816,-121.4944,Providence,Rhoda Island,41.8249,-71.4136,2615.5978187368964,0
1904,Providence,Rhoda Island,41.8249,-71.4136,Sacramento,California,38.5816,-121.4944,2615.5978187368964,1
220,Sacramento,California,38.5816,-121.4944,Boston,Massachusetts,42.3603,-71.0583,2625.728711428402,0
1004,Boston,Massachusetts,42.3603,-71.0583,Sacramento,California,38.5816,-121.4944,2625.728711428402,1
2051,Nashville,Tennessee,36.1622,-86.7744,Juneau,Alaska,58.3019,-134.4197,2627.380326765116,0
91,Juneau,Alaska,58.3019,-134.4197,Nashville,Tennessee,36.1622,-86.7744,2627.380326765116,1
2310,Olympia,Washington,47.0451,-122.895,Honolulu,Hawaii,21.3251,-157.8466,2636.4778300304934,0
546,Honolulu,Hawaii,21.3251,-157.8466,Olympia,Washington,47.0451,-122.895,2636.4778300304934,1
218,Sacramento,California,38.5816,-121.4944,Augusta,Maine,44.3106,-69.7797,2663.4717018489296,0
904,Augusta,Maine,44.3106,-69.7797,Sacramento,California,38.5816,-121.4944,2663.4717018489296,1
2351,Charleston,West Virginia,38.3506,-81.6333,Juneau,Alaska,58.3019,-134.4197,2695.59203094788,0
97,Juneau,Alaska,58.3019,-134.4197,Charleston,West Virginia,38.3506,-81.6333,2695.59203094788,1
73,Juneau,Alaska,58.3019,-134.4197,Jackson,Mississippi,32.299,-90.1848,2722.396466421656,0
1151,Jackson,Mississippi,32.299,-90.1848,Juneau,Alaska,58.3019,-134.4197,2722.396466421656,1
94,Juneau,Alaska,58.3019,-134.4197,Montpelier,Vermont,44.2604,-72.5757,2731.556456190268,0
2201,Montpelier,Vermont,44.2604,-72.5757,Juneau,Alaska,58.3019,-134.4197,2731.556456190268,1
1551,Albany,New York,42.6512,-73.755,Juneau,Alaska,58.3019,-134.4197,2766.1122313582136,0
81,Juneau,Alaska,58.3019,-134.4197,Albany,New York,42.6512,-73.755,2766.1122313582136,1
87,Juneau,Alaska,58.3019,-134.4197,Harrisburg,Pennsylvania,40.2663,-76.8861,2770.096842913272,0
1851,Harrisburg,Pennsylvania,40.2663,-76.8861,Juneau,Alaska,58.3019,-134.4197,2770.096842913272,1
851,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Juneau,Alaska,58.3019,-134.4197,2794.4552352245314,0
67,Juneau,Alaska,58.3019,-134.4197,Baton Rouge,Louisiana,30.445999999999998,-91.1874,2794.4552352245314,1
501,Honolulu,Hawaii,21.3251,-157.8466,Juneau,Alaska,58.3019,-134.4197,2810.568180298322,0
60,Juneau,Alaska,58.3019,-134.4197,Honolulu,Hawaii,21.3251,-157.8466,2810.568180298322,1
1401,Concord,New Hampshire,43.2072,-71.5375,Juneau,Alaska,58.3019,-134.4197,2819.3547899086166,0
78,Juneau,Alaska,58.3019,-134.4197,Concord,New Hampshire,43.2072,-71.5375,2819.3547899086166,1
68,Juneau,Alaska,58.3019,-134.4197,Augusta,Maine,44.3106,-69.7797,2829.655539769701,0
901,Augusta,Maine,44.3106,-69.7797,Juneau,Alaska,58.3019,-134.4197,2829.655539769701,1
511,Honolulu,Hawaii,21.3251,-157.8466,Boise,Idaho,43.6166,-116.2008,2833.035041266098,0
560,Boise,Idaho,43.6166,-116.2008,Honolulu,Hawaii,21.3251,-157.8466,2833.035041266098,1
59,Juneau,Alaska,58.3019,-134.4197,Atlanta,Georgia,33.7491,-84.3902,2841.9588354151088,0
451,Atlanta,Georgia,33.7491,-84.3902,Juneau,Alaska,58.3019,-134.4197,2841.9588354151088,1
56,Juneau,Alaska,58.3019,-134.4197,Hartford,Connecticut,41.7646,-72.6909,2847.9587398641047,0
301,Hartford,Connecticut,41.7646,-72.6909,Juneau,Alaska,58.3019,-134.4197,2847.9587398641047,1
951,Annapolis,Maryland,38.9786,-76.4928,Juneau,Alaska,58.3019,-134.4197,2849.4634780691686,0
69,Juneau,Alaska,58.3019,-134.4197,Annapolis,Maryland,38.9786,-76.4928,2849.4634780691686,1
1451,Trenton,New Jersey,40.2171,-74.7429,Juneau,Alaska,58.3019,-134.4197,2850.3928088938546,0
79,Juneau,Alaska,58.3019,-134.4197,Trenton,New Jersey,40.2171,-74.7429,2850.3928088938546,1
50,Juneau,Alaska,58.3019,-134.4197,Montgomery,Alabama,32.367,-86.3006,2851.456964860203,0
1,Montgomery,Alabama,32.367,-86.3006,Juneau,Alaska,58.3019,-134.4197,2851.456964860203,1
351,Dover,Delaware,39.1582,-75.5244,Juneau,Alaska,58.3019,-134.4197,2875.4821450474583,0
57,Juneau,Alaska,58.3019,-134.4197,Dover,Delaware,39.1582,-75.5244,2875.4821450474583,1
70,Juneau,Alaska,58.3019,-134.4197,Boston,Massachusetts,42.3603,-71.0583,2877.7845423165827,0
1001,Boston,Massachusetts,42.3603,-71.0583,Juneau,Alaska,58.3019,-134.4197,2877.7845423165827,1
2251,Richmond,Virginia,37.5385,-77.4343,Juneau,Alaska,58.3019,-134.4197,2889.360454232934,0
95,Juneau,Alaska,58.3019,-134.4197,Richmond,Virginia,37.5385,-77.4343,2889.360454232934,1
1901,Providence,Rhoda Island,41.8249,-71.4136,Juneau,Alaska,58.3019,-134.4197,2891.211730713925,0
88,Juneau,Alaska,58.3019,-134.4197,Providence,Rhoda Island,41.8249,-71.4136,2891.211730713925,1
110,Phoenix,Arizona,33.4486,-112.0773,Honolulu,Hawaii,21.3251,-157.8466,2905.95466252092,0
502,Honolulu,Hawaii,21.3251,-157.8466,Phoenix,Arizona,33.4486,-112.0773,2905.95466252092,1
82,Juneau,Alaska,58.3019,-134.4197,Raleigh,North Carolina,35.7804,-78.6391,2937.939671711049,0
1601,Raleigh,North Carolina,35.7804,-78.6391,Juneau,Alaska,58.3019,-134.4197,2937.939671711049,1
89,Juneau,Alaska,58.3019,-134.4197,Columbia,South Carolina,34.0007,-81.0343,2947.2303545347286,0
1951,Columbia,South Carolina,34.0007,-81.0343,Juneau,Alaska,58.3019,-134.4197,2947.2303545347286,1
2160,Salt Lake City,Utah,40.766999999999996,-111.8904,Honolulu,Hawaii,21.3251,-157.8466,2991.690032178301,0
543,Honolulu,Hawaii,21.3251,-157.8466,Salt Lake City,Utah,40.766999999999996,-111.8904,2991.690032178301,1
58,Juneau,Alaska,58.3019,-134.4197,Tallahassee,Florida,30.4381,-84.2809,3029.335365096541,0
401,Tallahassee,Florida,30.4381,-84.2809,Juneau,Alaska,58.3019,-134.4197,3029.335365096541,1
1260,Helena,Montana,46.5927,-112.0361,Honolulu,Hawaii,21.3251,-157.8466,3091.7662165808165,0
525,Honolulu,Hawaii,21.3251,-157.8466,Helena,Montana,46.5927,-112.0361,3091.7662165808165,1
530,Honolulu,Hawaii,21.3251,-157.8466,Santa Fe,New Mexico,35.687,-105.9378,3265.1251923759964,0
1510,Santa Fe,New Mexico,35.687,-105.9378,Honolulu,Hawaii,21.3251,-157.8466,3265.1251923759964,1
260,Denver,Colorado,39.7392,-104.9849,Honolulu,Hawaii,21.3251,-157.8466,3339.7258827696846,0
505,Honolulu,Hawaii,21.3251,-157.8466,Denver,Colorado,39.7392,-104.9849,3339.7258827696846,1
2460,Cheyenne,Wyoming,41.14,-104.82,Honolulu,Hawaii,21.3251,-157.8466,3359.634549613526,0
549,Honolulu,Hawaii,21.3251,-157.8466,Cheyenne,Wyoming,41.14,-104.82,3359.634549613526,1
540,Honolulu,Hawaii,21.3251,-157.8466,Pierre,South Dakoda,44.3684,-100.354,3611.5282701079345,0
2010,Pierre,South Dakoda,44.3684,-100.354,Honolulu,Hawaii,21.3251,-157.8466,3611.5282701079345,1
1660,Bismarck,North Dakota,46.8083,-100.7837,Honolulu,Hawaii,21.3251,-157.8466,3613.3698989010136,0
533,Honolulu,Hawaii,21.3251,-157.8466,Bismarck,North Dakota,46.8083,-100.7837,3613.3698989010136,1
535,Honolulu,Hawaii,21.3251,-157.8466,Oklahoma City,Oklahoma,35.473,-97.5171,3738.1609621816942,0
1760,Oklahoma City,Oklahoma,35.473,-97.5171,Honolulu,Hawaii,21.3251,-157.8466,3738.1609621816942,1
542,Honolulu,Hawaii,21.3251,-157.8466,Austin,Texas,30.2711,-97.7437,3749.122590482743,0
2110,Austin,Texas,30.2711,-97.7437,Honolulu,Hawaii,21.3251,-157.8466,3749.122590482743,1
1310,Lincoln,Nebraska,40.8,-96.6678,Honolulu,Hawaii,21.3251,-157.8466,3781.9999661096954,0
526,Honolulu,Hawaii,21.3251,-157.8466,Lincoln,Nebraska,40.8,-96.6678,3781.9999661096954,1
760,Topeka,Kansas,39.049,-95.6776,Honolulu,Hawaii,21.3251,-157.8466,3833.767000200259,0
515,Honolulu,Hawaii,21.3251,-157.8466,Topeka,Kansas,39.049,-95.6776,3833.767000200259,1
710,Des Monies,Iowa,41.5872,-93.6219,Honolulu,Hawaii,21.3251,-157.8466,3940.9052840692007,0
514,Honolulu,Hawaii,21.3251,-157.8466,Des Monies,Iowa,41.5872,-93.6219,3940.9052840692007,1
522,Honolulu,Hawaii,21.3251,-157.8466,St. Paul,Minnesota,44.9504,-93.1015,3969.9061016347982,0
1110,St. Paul,Minnesota,44.9504,-93.1015,Honolulu,Hawaii,21.3251,-157.8466,3969.9061016347982,1
1210,Jefferson City,Missouri,38.5774,-92.1724,Honolulu,Hawaii,21.3251,-157.8466,4023.461666882363,0
524,Honolulu,Hawaii,21.3251,-157.8466,Jefferson City,Missouri,38.5774,-92.1724,4023.461666882363,1
503,Honolulu,Hawaii,21.3251,-157.8466,Little Rock,Arkansas,34.7465,-92.2896,4036.301108485589,0
160,Little Rock,Arkansas,34.7465,-92.2896,Honolulu,Hawaii,21.3251,-157.8466,4036.301108485589,1
860,Baton Rouge,Louisiana,30.445999999999998,-91.1874,Honolulu,Hawaii,21.3251,-157.8466,4135.661587976722,0
517,Honolulu,Hawaii,21.3251,-157.8466,Baton Rouge,Louisiana,30.445999999999998,-91.1874,4135.661587976722,1
610,Springfield,Illinios,39.7997,-89.6475,Honolulu,Hawaii,21.3251,-157.8466,4153.422492261435,0
512,Honolulu,Hawaii,21.3251,-157.8466,Springfield,Illinios,39.7997,-89.6475,4153.422492261435,1
2410,Madison,Wisconsin,43.0748,-89.3838,Honolulu,Hawaii,21.3251,-157.8466,4155.314299877195,0
548,Honolulu,Hawaii,21.3251,-157.8466,Madison,Wisconsin,43.0748,-89.3838,4155.314299877195,1
