origin_city,origin_state,origin_lat,origin_lon,destination_city,destination_state,destination_lat,destination_lon,distance_mile
Lincoln,Nebraska,40.8,-96.667821,Providence,Rhoda Island,41.824877,-71.413618,1308.229002
Helena,Montana,46.592712,-112.036109,Little Rock,Arkansas,34.7464809,-92.2895948,1313.421712
Springfield,Illinios,39.799749,-89.647463,Phoenix,Arizona,33.4485866,-112.0773456,1315.04157
Lincoln,Nebraska,40.8,-96.667821,Boston,Massachusetts,42.3602534,-71.0582912,1323.371271
Dover,Delaware,39.158168,-75.5243682,Pierre,South Dakoda,44.368431,-100.354013,1323.970047
Sacramento,California,38.5815719,-121.4943996,Lincoln,Nebraska,40.8,-96.667821,1324.773101
Tallahassee,Florida,30.4380832,-84.2809332,Denver,Colorado,39.7392364,-104.9848623,1331.088482
Albany,New York,42.6511674,-73.754968,Pierre,South Dakoda,44.368431,-100.354013,1332.684205
Trenton,New Jersey,40.2170575,-74.7429463,Pierre,South Dakoda,44.368431,-100.354013,1334.599268
Jackson,Mississippi,32.2990384,-90.1847691,Salt Lake City,Utah,40.7670126,-111.8904308,1335.047415
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Sacramento,California,38.5815719,-121.4943996,1336.423582
Bismarck,North Dakota,46.808327,-100.783739,Annapolis,Maryland,38.9786401,-76.492786,1336.657535
Boise,Idaho,43.61656,-116.200835,Madison,Wisconsin,43.074761,-89.3837613,1342.532858
Austin,Texas,30.2711286,-97.7436995,Annapolis,Maryland,38.9786401,-76.492786,1345.607512
Richmond,Virginia,37.5385087,-77.43428,Bismarck,North Dakota,46.808327,-100.783739,1349.489248
Charleston,West Virginia,38.3505995,-81.6332812,Santa Fe,New Mexico,35.6869996,-105.9377997,1349.821645
Providence,Rhoda Island,41.824877,-71.413618,Baton Rouge,Louisiana,30.4459596,-91.18738,1349.853368
Albany,New York,42.6511674,-73.754968,Bismarck,North Dakota,46.808327,-100.783739,1350.7618
Salt Lake City,Utah,40.7670126,-111.8904308,Indianapolis,Indiana,39.7683331,-86.1583502,1353.923758
Columbia,South Carolina,34.0007493,-81.0343313,Bismarck,North Dakota,46.808327,-100.783739,1358.34957
Baton Rouge,Louisiana,30.4459596,-91.18738,Salt Lake City,Utah,40.7670126,-111.8904308,1359.383771
Lincoln,Nebraska,40.8,-96.667821,Salem,Oregon,44.9391565,-123.033121,1359.413072
Harrisburg,Pennsylvania,40.2663107,-76.8861122,Austin,Texas,30.2711286,-97.7436995,1359.614201
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Albany,New York,42.6511674,-73.754968,1362.570047
Tallahassee,Florida,30.4380832,-84.2809332,Cheyenne,Wyoming,41.14,-104.82,1363.191246
Austin,Texas,30.2711286,-97.7436995,Helena,Montana,46.592712,-112.036109,1363.212108
Augusta,Maine,44.310583,-69.779663,Little Rock,Arkansas,34.7464809,-92.2895948,1363.50771
Pierre,South Dakoda,44.368431,-100.354013,Montpelier,Vermont,44.260445,-72.575684,1367.103376
Lincoln,Nebraska,40.8,-96.667821,Olympia,Washington,47.0451022,-122.8950075,1367.550782
Austin,Texas,30.2711286,-97.7436995,Boise,Idaho,43.61656,-116.200835,1369.031279
Bismarck,North Dakota,46.808327,-100.783739,Montpelier,Vermont,44.260445,-72.575684,1369.464673
Helena,Montana,46.592712,-112.036109,Lansing,Michigan,42.7337712,-84.5553805,1369.647982
Raleigh,North Carolina,35.7803977,-78.6390989,Bismarck,North Dakota,46.808327,-100.783739,1372.04404
Bismarck,North Dakota,46.808327,-100.783739,Dover,Delaware,39.158168,-75.5243682,1374.612246
Bismarck,North Dakota,46.808327,-100.783739,Trenton,New Jersey,40.2170575,-74.7429463,1374.871348
Jackson,Mississippi,32.2990384,-90.1847691,Augusta,Maine,44.310583,-69.779663,1376.968695
Denver,Colorado,39.7392364,-104.9848623,Columbia,South Carolina,34.0007493,-81.0343313,1377.59694
Topeka,Kansas,39.049011,-95.677556,Augusta,Maine,44.310583,-69.779663,1378.987215
Helena,Montana,46.592712,-112.036109,Indianapolis,Indiana,39.7683331,-86.1583502,1379.296115
Des Monies,Iowa,41.587186,-93.621949,Carson City,Neveda,39.169461,-119.766035,1381.256047
Augusta,Maine,44.310583,-69.779663,Lincoln,Nebraska,40.8,-96.667821,1383.797217
Boston,Massachusetts,42.3602534,-71.0582912,Baton Rouge,Louisiana,30.4459596,-91.18738,1383.979807
Sacramento,California,38.5815719,-121.4943996,Topeka,Kansas,39.049011,-95.677556,1385.989882
Cheyenne,Wyoming,41.14,-104.82,Columbia,South Carolina,34.0007493,-81.0343313,1387.814427
Boise,Idaho,43.61656,-116.200835,Springfield,Illinios,39.799749,-89.647463,1389.016526
Austin,Texas,30.2711286,-97.7436995,Carson City,Neveda,39.169461,-119.766035,1389.01912
Nashville,Tennessee,36.1622296,-86.7743531,Salt Lake City,Utah,40.7670126,-111.8904308,1390.778577
Baton Rouge,Louisiana,30.4459596,-91.18738,Montpelier,Vermont,44.260445,-72.575684,1392.771374
Madison,Wisconsin,43.074761,-89.3837613,Phoenix,Arizona,33.4485866,-112.0773456,1393.353695
Baton Rouge,Louisiana,30.4459596,-91.18738,Concord,New Hampshire,43.207178,-71.537476,1393.682896
Austin,Texas,30.2711286,-97.7436995,Dover,Delaware,39.158168,-75.5243682,1398.718105
Pierre,South Dakoda,44.368431,-100.354013,Hartford,Connecticut,41.764582,-72.6908547,1401.557897
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Hartford,Connecticut,41.764582,-72.6908547,1403.586477
Lansing,Michigan,42.7337712,-84.5553805,Salt Lake City,Utah,40.7670126,-111.8904308,1409.826818
Little Rock,Arkansas,34.7464809,-92.2895948,Boise,Idaho,43.61656,-116.200835,1413.315509
Santa Fe,New Mexico,35.6869996,-105.9377997,Columbia,South Carolina,34.0007493,-81.0343313,1413.625061
Carson City,Neveda,39.169461,-119.766035,St. Paul,Minnesota,44.9504037,-93.1015026,1418.106266
Hartford,Connecticut,41.764582,-72.6908547,Bismarck,North Dakota,46.808327,-100.783739,1424.646202
St. Paul,Minnesota,44.9504037,-93.1015026,Olympia,Washington,47.0451022,-122.8950075,1429.065119
Pierre,South Dakoda,44.368431,-100.354013,Concord,New Hampshire,43.207178,-71.537476,1432.606194
Tallahassee,Florida,30.4380832,-84.2809332,Bismarck,North Dakota,46.808327,-100.783739,1433.955089
Bismarck,North Dakota,46.808327,-100.783739,Concord,New Hampshire,43.207178,-71.537476,1441.969976
Nashville,Tennessee,36.1622296,-86.7743531,Phoenix,Arizona,33.4485866,-112.0773456,1443.997208
Salt Lake City,Utah,40.7670126,-111.8904308,Frankfort,Kentucky,38.2009055,-84.8732836,1446.263373
Montpelier,Vermont,44.260445,-72.575684,Oklahoma City,Oklahoma,35.4729886,-97.5170536,1448.230543
Salem,Oregon,44.9391565,-123.033121,Topeka,Kansas,39.049011,-95.677556,1455.110176
Salem,Oregon,44.9391565,-123.033121,St. Paul,Minnesota,44.9504037,-93.1015026,1455.808929
Cheyenne,Wyoming,41.14,-104.82,Raleigh,North Carolina,35.7803977,-78.6390989,1458.40613
Cheyenne,Wyoming,41.14,-104.82,Harrisburg,Pennsylvania,40.2663107,-76.8861122,1458.58589
Raleigh,North Carolina,35.7803977,-78.6390989,Denver,Colorado,39.7392364,-104.9848623,1459.816744
Trenton,New Jersey,40.2170575,-74.7429463,Austin,Texas,30.2711286,-97.7436995,1462.848231
Providence,Rhoda Island,41.824877,-71.413618,Pierre,South Dakoda,44.368431,-100.354013,1463.386291
Sacramento,California,38.5815719,-121.4943996,Austin,Texas,30.2711286,-97.7436995,1465.278274
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Providence,Rhoda Island,41.824877,-71.413618,1469.205983
Boston,Massachusetts,42.3602534,-71.0582912,Pierre,South Dakoda,44.368431,-100.354013,1470.647501
Olympia,Washington,47.0451022,-122.8950075,Topeka,Kansas,39.049011,-95.677556,1472.236171
Carson City,Neveda,39.169461,-119.766035,Juneau,Alaska,58.3019496,-134.419734,1474.095179
Richmond,Virginia,37.5385087,-77.43428,Cheyenne,Wyoming,41.14,-104.82,1478.577573
Jefferson City,Missouri,38.577359,-92.1724265,Carson City,Neveda,39.169461,-119.766035,1479.589077
Juneau,Alaska,58.3019496,-134.419734,Sacramento,California,38.5815719,-121.4943996,1480.282815
Concord,New Hampshire,43.207178,-71.537476,Oklahoma City,Oklahoma,35.4729886,-97.5170536,1480.528642
Denver,Colorado,39.7392364,-104.9848623,Harrisburg,Pennsylvania,40.2663107,-76.8861122,1481.823512
Sacramento,California,38.5815719,-121.4943996,Des Monies,Iowa,41.587186,-93.621949,1481.885314
Providence,Rhoda Island,41.824877,-71.413618,Bismarck,North Dakota,46.808327,-100.783739,1483.299767
Bismarck,North Dakota,46.808327,-100.783739,Boston,Massachusetts,42.3602534,-71.0582912,1485.760437
Helena,Montana,46.592712,-112.036109,Nashville,Tennessee,36.1622296,-86.7743531,1485.957101
Olympia,Washington,47.0451022,-122.8950075,Des Monies,Iowa,41.587186,-93.621949,1486.362873
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Salem,Oregon,44.9391565,-123.033121,1488.790802
Denver,Colorado,39.7392364,-104.9848623,Richmond,Virginia,37.5385087,-77.43428,1489.19264
Salem,Oregon,44.9391565,-123.033121,Des Monies,Iowa,41.587186,-93.621949,1489.895484
Oklahoma City,Oklahoma,35.4729886,-97.5170536,Boston,Massachusetts,42.3602534,-71.0582912,1493.150483
Helena,Montana,46.592712,-112.036109,Frankfort,Kentucky,38.2009055,-84.8732836,1493.318457
Phoenix,Arizona,33.4485866,-112.0773456,Montgomery,Alabama,32.3669656,-86.3006485,1493.746102
Phoenix,Arizona,33.4485866,-112.0773456,Indianapolis,Indiana,39.7683331,-86.1583502,1496.789604
Cheyenne,Wyoming,41.14,-104.82,Annapolis,Maryland,38.9786401,-76.492786,1499.262405
Augusta,Maine,44.310583,-69.779663,Bismarck,North Dakota,46.808327,-100.783739,1500.378946
Augusta,Maine,44.310583,-69.779663,Pierre,South Dakoda,44.368431,-100.354013,1502.478054
Augusta,Maine,44.310583,-69.779663,Baton Rouge,Louisiana,30.4459596,-91.18738,1508.653818
Salt Lake City,Utah,40.7670126,-111.8904308,Columbus,Ohio,39.9622601,-83.0007065,1515.501608
Denver,Colorado,39.7392364,-104.9848623,Annapolis,Maryland,38.9786401,-76.492786,1517.066698
Helena,Montana,46.592712,-112.036109,Jackson,Mississippi,32.2990384,-90.1847691,1519.193
Sacramento,California,38.5815719,-121.4943996,St. Paul,Minnesota,44.9504037,-93.1015026,1519.534553
Columbus,Ohio,39.9622601,-83.0007065,Helena,Montana,46.592712,-112.036109,1521.249919
Santa Fe,New Mexico,35.6869996,-105.9377997,Raleigh,North Carolina,35.7803977,-78.6390989,1526.552742
Montgomery,Alabama,32.3669656,-86.3006485,Salt Lake City,Utah,40.7670126,-111.8904308,1527.496154
Olympia,Washington,47.0451022,-122.8950075,Oklahoma City,Oklahoma,35.4729886,-97.5170536,1531.724693
Carson City,Neveda,39.169461,-119.766035,Little Rock,Arkansas,34.7464809,-92.2895948,1541.733064
Cheyenne,Wyoming,41.14,-104.82,Dover,Delaware,39.158168,-75.5243682,1546.397949
Phoenix,Arizona,33.4485866,-112.0773456,Frankfort,Kentucky,38.2009055,-84.8732836,1553.512058
Juneau,Alaska,58.3019496,-134.419734,Salt Lake City,Utah,40.7670126,-111.8904308,1562.485857
Indianapolis,Indiana,39.7683331,-86.1583502,Boise,Idaho,43.61656,-116.200835,1564.310267
Dover,Delaware,39.158168,-75.5243682,Denver,Colorado,39.7392364,-104.9848623,1565.711581
Trenton,New Jersey,40.2170575,-74.7429463,Cheyenne,Wyoming,41.14,-104.82,1569.938047
Austin,Texas,30.2711286,-97.7436995,Albany,New York,42.6511674,-73.754968,1575.636969
Baton Rouge,Louisiana,30.4459596,-91.18738,Helena,Montana,46.592712,-112.036109,1576.848374
Sacramento,California,38.5815719,-121.4943996,Jefferson City,Missouri,38.577359,-92.1724265,1577.449829
Santa Fe,New Mexico,35.6869996,-105.9377997,Richmond,Virginia,37.5385087,-77.43428,1580.42371
Atlanta,Georgia,33.7490987,-84.3901849,Salt Lake City,Utah,40.7670126,-111.8904308,1581.024724
Augusta,Maine,44.310583,-69.779663,Oklahoma City,Oklahoma,35.4729886,-97.5170536,1582.947708
Lansing,Michigan,42.7337712,-84.5553805,Boise,Idaho,43.61656,-116.200835,1586.517222
Phoenix,Arizona,33.4485866,-112.0773456,Atlanta,Georgia,33.7490987,-84.3901849,1589.206623
Cheyenne,Wyoming,41.14,-104.82,Albany,New York,42.6511674,-73.754968,1592.602935
Trenton,New Jersey,40.2170575,-74.7429463,Denver,Colorado,39.7392364,-104.9848623,1594.212238
Carson City,Neveda,39.169461,-119.766035,Madison,Wisconsin,43.074761,-89.3837613,1595.701896
Bismarck,North Dakota,46.808327,-100.783739,Juneau,Alaska,58.3019496,-134.419734,1597.434234
Carson City,Neveda,39.169461,-119.766035,Springfield,Illinios,39.799749,-89.647463,1599.579557
Austin,Texas,30.2711286,-97.7436995,Hartford,Connecticut,41.764582,-72.6908547,1601.399837
Harrisburg,Pennsylvania,40.2663107,-76.8861122,Santa Fe,New Mexico,35.6869996,-105.9377997,1606.526482
Boise,Idaho,43.61656,-116.200835,Jackson,Mississippi,32.2990384,-90.1847691,1609.379925
Salt Lake City,Utah,40.7670126,-111.8904308,Charleston,West Virginia,38.3505995,-81.6332812,1612.861671
Phoenix,Arizona,33.4485866,-112.0773456,Lansing,Michigan,42.7337712,-84.5553805,1619.41122
Annapolis,Maryland,38.9786401,-76.492786,Santa Fe,New Mexico,35.6869996,-105.9377997,1626.874284
Albany,New York,42.6511674,-73.754968,Denver,Colorado,39.7392364,-104.9848623,1627.230639
Boise,Idaho,43.61656,-116.200835,Nashville,Tennessee,36.1622296,-86.7743531,1633.310223
Little Rock,Arkansas,34.7464809,-92.2895948,Sacramento,California,38.5815719,-121.4943996,1633.6223
Tallahassee,Florida,30.4380832,-84.2809332,Phoenix,Arizona,33.4485866,-112.0773456,1638.540148
Helena,Montana,46.592712,-112.036109,Charleston,West Virginia,38.3505995,-81.6332812,1638.982313
Salem,Oregon,44.9391565,-123.033121,Jefferson City,Missouri,38.577359,-92.1724265,1639.696323
Cheyenne,Wyoming,41.14,-104.82,Montpelier,Vermont,44.260445,-72.575684,1641.215327
Baton Rouge,Louisiana,30.4459596,-91.18738,Boise,Idaho,43.61656,-116.200835,1643.001969
Olympia,Washington,47.0451022,-122.8950075,Madison,Wisconsin,43.074761,-89.3837613,1645.89405
Jefferson City,Missouri,38.577359,-92.1724265,Olympia,Washington,47.0451022,-122.8950075,1651.074513
Hartford,Connecticut,41.764582,-72.6908547,Cheyenne,Wyoming,41.14,-104.82,1655.184904
Austin,Texas,30.2711286,-97.7436995,Providence,Rhoda Island,41.824877,-71.413618,1664.371237
Columbus,Ohio,39.9622601,-83.0007065,Phoenix,Arizona,33.4485866,-112.0773456,1664.589951
Salem,Oregon,44.9391565,-123.033121,Madison,Wisconsin,43.074761,-89.3837613,1665.676898
Boise,Idaho,43.61656,-116.200835,Frankfort,Kentucky,38.2009055,-84.8732836,1668.027683
Montgomery,Alabama,32.3669656,-86.3006485,Helena,Montana,46.592712,-112.036109,1676.033951
Austin,Texas,30.2711286,-97.7436995,Montpelier,Vermont,44.260445,-72.575684,1677.398068
Santa Fe,New Mexico,35.6869996,-105.9377997,Dover,Delaware,39.158168,-75.5243682,1678.542078
Denver,Colorado,39.7392364,-104.9848623,Montpelier,Vermont,44.260445,-72.575684,1682.308473
Denver,Colorado,39.7392364,-104.9848623,Hartford,Connecticut,41.764582,-72.6908547,1686.672749
Concord,New Hampshire,43.207178,-71.537476,Austin,Texas,30.2711286,-97.7436995,1693.763459
Boston,Massachusetts,42.3602534,-71.0582912,Austin,Texas,30.2711286,-97.7436995,1694.391261
Helena,Montana,46.592712,-112.036109,Atlanta,Georgia,33.7490987,-84.3901849,1695.356232
Madison,Wisconsin,43.074761,-89.3837613,Sacramento,California,38.5815719,-121.4943996,1697.010759
Salt Lake City,Utah,40.7670126,-111.8904308,Tallahassee,Florida,30.4380832,-84.2809332,1698.318947
Sacramento,California,38.5815719,-121.4943996,Springfield,Illinios,39.799749,-89.647463,1699.028323
Cheyenne,Wyoming,41.14,-104.82,Concord,New Hampshire,43.207178,-71.537476,1699.509487
Salem,Oregon,44.9391565,-123.033121,Austin,Texas,30.2711286,-97.7436995,1704.190566
Carson City,Neveda,39.169461,-119.766035,Jackson,Mississippi,32.2990384,-90.1847691,1717.59219
Boise,Idaho,43.61656,-116.200835,Columbus,Ohio,39.9622601,-83.0007065,1717.740606
Providence,Rhoda Island,41.824877,-71.413618,Cheyenne,Wyoming,41.14,-104.82,1719.399197
Santa Fe,New Mexico,35.6869996,-105.9377997,Trenton,New Jersey,40.2170575,-74.7429463,1719.493841
Baton Rouge,Louisiana,30.4459596,-91.18738,Carson City,Neveda,39.169461,-119.766035,1721.398967
Springfield,Illinios,39.799749,-89.647463,Olympia,Washington,47.0451022,-122.8950075,1727.771846
Salem,Oregon,44.9391565,-123.033121,Springfield,Illinios,39.799749,-89.647463,1728.521508
Charleston,West Virginia,38.3505995,-81.6332812,Phoenix,Arizona,33.4485866,-112.0773456,1729.596771
Pierre,South Dakoda,44.368431,-100.354013,Juneau,Alaska,58.3019496,-134.419734,1729.649866
Cheyenne,Wyoming,41.14,-104.82,Boston,Massachusetts,42.3602534,-71.0582912,1731.456024
Concord,New Hampshire,43.207178,-71.537476,Denver,Colorado,39.7392364,-104.9848623,1736.841979
Salt Lake City,Utah,40.7670126,-111.8904308,Columbia,South Carolina,34.0007493,-81.0343313,1747.861474
Cheyenne,Wyoming,41.14,-104.82,Juneau,Alaska,58.3019496,-134.419734,1750.921493
Denver,Colorado,39.7392364,-104.9848623,Providence,Rhoda Island,41.824877,-71.413618,1751.622118
Little Rock,Arkansas,34.7464809,-92.2895948,Salem,Oregon,44.9391565,-123.033121,1763.419918
Boston,Massachusetts,42.3602534,-71.0582912,Denver,Colorado,39.7392364,-104.9848623,1765.796615
Austin,Texas,30.2711286,-97.7436995,Olympia,Washington,47.0451022,-122.8950075,1770.986699
Columbia,South Carolina,34.0007493,-81.0343313,Phoenix,Arizona,33.4485866,-112.0773456,1778.010578
Santa Fe,New Mexico,35.6869996,-105.9377997,Albany,New York,42.6511674,-73.754968,1778.4492
Cheyenne,Wyoming,41.14,-104.82,Augusta,Maine,44.310583,-69.779663,1778.840921
Carson City,Neveda,39.169461,-119.766035,Indianapolis,Indiana,39.7683331,-86.1583502,1782.998802
Boise,Idaho,43.61656,-116.200835,Montgomery,Alabama,32.3669656,-86.3006485,1791.563804
Olympia,Washington,47.0451022,-122.8950075,Little Rock,Arkansas,34.7464809,-92.2895948,1794.662803
Helena,Montana,46.592712,-112.036109,Harrisburg,Pennsylvania,40.2663107,-76.8861122,1801.505847
Augusta,Maine,44.310583,-69.779663,Austin,Texas,30.2711286,-97.7436995,1804.392978
Sacramento,California,38.5815719,-121.4943996,Baton Rouge,Louisiana,30.4459596,-91.18738,1805.654468
Sacramento,California,38.5815719,-121.4943996,Jackson,Mississippi,32.2990384,-90.1847691,1806.236452
Nashville,Tennessee,36.1622296,-86.7743531,Carson City,Neveda,39.169461,-119.766035,1806.913993
Denver,Colorado,39.7392364,-104.9848623,Augusta,Maine,44.310583,-69.779663,1820.499938
Denver,Colorado,39.7392364,-104.9848623,Juneau,Alaska,58.3019496,-134.419734,1823.675812
Raleigh,North Carolina,35.7803977,-78.6390989,Salt Lake City,Utah,40.7670126,-111.8904308,1825.480877
Boise,Idaho,43.61656,-116.200835,Charleston,West Virginia,38.3505995,-81.6332812,1826.113365
Salt Lake City,Utah,40.7670126,-111.8904308,Harrisburg,Pennsylvania,40.2663107,-76.8861122,1827.207441
Hartford,Connecticut,41.764582,-72.6908547,Santa Fe,New Mexico,35.6869996,-105.9377997,1829.048799
Boise,Idaho,43.61656,-116.200835,Atlanta,Georgia,33.7490987,-84.3901849,1832.844777
Columbia,South Carolina,34.0007493,-81.0343313,Helena,Montana,46.592712,-112.036109,1834.80081
Carson City,Neveda,39.169461,-119.766035,Lansing,Michigan,42.7337712,-84.5553805,1840.911369
Richmond,Virginia,37.5385087,-77.43428,Salt Lake City,Utah,40.7670126,-111.8904308,1848.187383
Montpelier,Vermont,44.260445,-72.575684,Santa Fe,New Mexico,35.6869996,-105.9377997,1848.903885
Helena,Montana,46.592712,-112.036109,Tallahassee,Florida,30.4380832,-84.2809332,1854.370138
Annapolis,Maryland,38.9786401,-76.492786,Helena,Montana,46.592712,-112.036109,1860.494656
Helena,Montana,46.592712,-112.036109,Richmond,Virginia,37.5385087,-77.43428,1864.784102
Salt Lake City,Utah,40.7670126,-111.8904308,Annapolis,Maryland,38.9786401,-76.492786,1868.946191
Carson City,Neveda,39.169461,-119.766035,Frankfort,Kentucky,38.2009055,-84.8732836,1872.012137
Helena,Montana,46.592712,-112.036109,Raleigh,North Carolina,35.7803977,-78.6390989,1873.186272
Olympia,Washington,47.0451022,-122.8950075,Lansing,Michigan,42.7337712,-84.5553805,1881.51558
Indianapolis,Indiana,39.7683331,-86.1583502,Sacramento,California,38.5815719,-121.4943996,1882.741297
Albany,New York,42.6511674,-73.754968,Helena,Montana,46.592712,-112.036109,1883.874117
Olympia,Washington,47.0451022,-122.8950075,Indianapolis,Indiana,39.7683331,-86.1583502,1892.831227
Concord,New Hampshire,43.207178,-71.537476,Santa Fe,New Mexico,35.6869996,-105.9377997,1893.346728
Santa Fe,New Mexico,35.6869996,-105.9377997,Providence,Rhoda Island,41.824877,-71.413618,1894.96097
Phoenix,Arizona,33.4485866,-112.0773456,Raleigh,North Carolina,35.7803977,-78.6390989,1899.630431
Salem,Oregon,44.9391565,-123.033121,Indianapolis,Indiana,39.7683331,-86.1583502,1900.021249
Dover,Delaware,39.158168,-75.5243682,Helena,Montana,46.592712,-112.036109,1900.628058
Helena,Montana,46.592712,-112.036109,Montpelier,Vermont,44.260445,-72.575684,1900.79907
Nashville,Tennessee,36.1622296,-86.7743531,Sacramento,California,38.5815719,-121.4943996,1903.034475
Trenton,New Jersey,40.2170575,-74.7429463,Helena,Montana,46.592712,-112.036109,1904.770929
Lansing,Michigan,42.7337712,-84.5553805,Salem,Oregon,44.9391565,-123.033121,1906.269491
Boston,Massachusetts,42.3602534,-71.0582912,Santa Fe,New Mexico,35.6869996,-105.9377997,1914.352288
Dover,Delaware,39.158168,-75.5243682,Salt Lake City,Utah,40.7670126,-111.8904308,1915.860639
Carson City,Neveda,39.169461,-119.766035,Montgomery,Alabama,32.3669656,-86.3006485,1922.916915
Salt Lake City,Utah,40.7670126,-111.8904308,Trenton,New Jersey,40.2170575,-74.7429463,1938.140699
Sacramento,California,38.5815719,-121.4943996,Lansing,Michigan,42.7337712,-84.5553805,1942.170981
Columbus,Ohio,39.9622601,-83.0007065,Carson City,Neveda,39.169461,-119.766035,1945.645068
Albany,New York,42.6511674,-73.754968,Salt Lake City,Utah,40.7670126,-111.8904308,1955.258245
St. Paul,Minnesota,44.9504037,-93.1015026,Juneau,Alaska,58.3019496,-134.419734,1956.624534
Helena,Montana,46.592712,-112.036109,Hartford,Connecticut,41.764582,-72.6908547,1957.645193
Richmond,Virginia,37.5385087,-77.43428,Phoenix,Arizona,33.4485866,-112.0773456,1958.647021
Jackson,Mississippi,32.2990384,-90.1847691,Salem,Oregon,44.9391565,-123.033121,1959.136324
Tallahassee,Florida,30.4380832,-84.2809332,Boise,Idaho,43.61656,-116.200835,1965.938424
Sacramento,California,38.5815719,-121.4943996,Frankfort,Kentucky,38.2009055,-84.8732836,1970.657183
Helena,Montana,46.592712,-112.036109,Concord,New Hampshire,43.207178,-71.537476,1974.427452
Nashville,Tennessee,36.1622296,-86.7743531,Salem,Oregon,44.9391565,-123.033121,1979.659968
Augusta,Maine,44.310583,-69.779663,Santa Fe,New Mexico,35.6869996,-105.9377997,1986.846099
Phoenix,Arizona,33.4485866,-112.0773456,Harrisburg,Pennsylvania,40.2663107,-76.8861122,1988.378519
Carson City,Neveda,39.169461,-119.766035,Atlanta,Georgia,33.7490987,-84.3901849,1988.825763
Boise,Idaho,43.61656,-116.200835,Columbia,South Carolina,34.0007493,-81.0343313,1989.716457
Baton Rouge,Louisiana,30.4459596,-91.18738,Salem,Oregon,44.9391565,-123.033121,1990.421751
Nashville,Tennessee,36.1622296,-86.7743531,Olympia,Washington,47.0451022,-122.8950075,1990.856758
Jackson,Mississippi,32.2990384,-90.1847691,Olympia,Washington,47.0451022,-122.8950075,1995.327581
Montpelier,Vermont,44.260445,-72.575684,Salt Lake City,Utah,40.7670126,-111.8904308,1998.099352
Juneau,Alaska,58.3019496,-134.419734,Phoenix,Arizona,33.4485866,-112.0773456,2005.526787
Olympia,Washington,47.0451022,-122.8950075,Frankfort,Kentucky,38.2009055,-84.8732836,2005.589063
Phoenix,Arizona,33.4485866,-112.0773456,Annapolis,Maryland,38.9786401,-76.492786,2007.606885
Salem,Oregon,44.9391565,-123.033121,Frankfort,Kentucky,38.2009055,-84.8732836,2007.656829
Montgomery,Alabama,32.3669656,-86.3006485,Sacramento,California,38.5815719,-121.4943996,2014.022091
Harrisburg,Pennsylvania,40.2663107,-76.8861122,Boise,Idaho,43.61656,-116.200835,2015.377023
Providence,Rhoda Island,41.824877,-71.413618,Helena,Montana,46.592712,-112.036109,2016.411305
Helena,Montana,46.592712,-112.036109,Boston,Massachusetts,42.3602534,-71.0582912,2018.743445
Salt Lake City,Utah,40.7670126,-111.8904308,Hartford,Connecticut,41.764582,-72.6908547,2019.845484
Santa Fe,New Mexico,35.6869996,-105.9377997,Juneau,Alaska,58.3019496,-134.419734,2030.021992
Augusta,Maine,44.310583,-69.779663,Helena,Montana,46.592712,-112.036109,2030.240538
Columbus,Ohio,39.9622601,-83.0007065,Olympia,Washington,47.0451022,-122.8950075,2035.354112
Baton Rouge,Louisiana,30.4459596,-91.18738,Olympia,Washington,47.0451022,-122.8950075,2036.577924
Lincoln,Nebraska,40.8,-96.667821,Juneau,Alaska,58.3019496,-134.419734,2038.183733
Charleston,West Virginia,38.3505995,-81.6332812,Carson City,Neveda,39.169461,-119.766035,2040.623883
Sacramento,California,38.5815719,-121.4943996,Columbus,Ohio,39.9622601,-83.0007065,2045.784234
Columbus,Ohio,39.9622601,-83.0007065,Salem,Oregon,44.9391565,-123.033121,2048.968759
Raleigh,North Carolina,35.7803977,-78.6390989,Boise,Idaho,43.61656,-116.200835,2050.519509
Richmond,Virginia,37.5385087,-77.43428,Boise,Idaho,43.61656,-116.200835,2058.450033
Dover,Delaware,39.158168,-75.5243682,Phoenix,Arizona,33.4485866,-112.0773456,2059.498987
Concord,New Hampshire,43.207178,-71.537476,Salt Lake City,Utah,40.7670126,-111.8904308,2059.768236
Boise,Idaho,43.61656,-116.200835,Annapolis,Maryland,38.9786401,-76.492786,2066.570812
Atlanta,Georgia,33.7490987,-84.3901849,Sacramento,California,38.5815719,-121.4943996,2082.746494
Providence,Rhoda Island,41.824877,-71.413618,Salt Lake City,Utah,40.7670126,-111.8904308,2083.488425
Tallahassee,Florida,30.4380832,-84.2809332,Carson City,Neveda,39.169461,-119.766035,2087.380705
Boston,Massachusetts,42.3602534,-71.0582912,Salt Lake City,Utah,40.7670126,-111.8904308,2094.045812
Phoenix,Arizona,33.4485866,-112.0773456,Trenton,New Jersey,40.2170575,-74.7429463,2101.301827
Des Monies,Iowa,41.587186,-93.621949,Juneau,Alaska,58.3019496,-134.419734,2103.106158
Boise,Idaho,43.61656,-116.200835,Dover,Delaware,39.158168,-75.5243682,2110.202678
Boise,Idaho,43.61656,-116.200835,Albany,New York,42.6511674,-73.754968,2118.322409
